"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","05-Mar-2020","        758.75","        763.75","        773.55","        751.75","        754.15","        754.60","        763.70","    7755293","          5922737656.50","     124093","    4825053","         62.22"
"INFY","EQ","06-Mar-2020","        754.60","        741.00","        744.00","        729.10","        739.00","        738.95","        738.53","    9216022","          6806310521.15","     147517","    5388310","         58.47"
"INFY","EQ","09-Mar-2020","        738.95","        724.50","        725.85","        697.00","        706.40","        704.45","        705.63","   10308697","          7274162430.10","     180848","    5907793","         57.31"
"INFY","EQ","11-Mar-2020","        704.45","        690.65","        695.95","        669.05","        682.15","        686.00","        685.87","   16165054","         11087131348.55","     233010","    9214947","         57.01"
"INFY","EQ","12-Mar-2020","        686.00","        668.00","        670.00","        627.50","        631.00","        631.20","        644.47","   13965689","          9000417645.15","     265786","    8493552","         60.82"
"INFY","EQ","13-Mar-2020","        631.20","        592.00","        667.00","        570.00","        652.15","        642.35","        629.00","   16903140","         10632077962.50","     286353","    8864763","         52.44"
"INFY","EQ","16-Mar-2020","        642.35","        622.00","        622.15","        580.00","        583.20","        583.15","        597.37","   19140854","         11434179964.35","     462293","   11600859","         60.61"
"INFY","EQ","17-Mar-2020","        583.15","        588.10","        592.00","        550.00","        560.00","        554.95","        571.99","   16060126","          9186285698.00","     359329","    9211128","         57.35"
"INFY","EQ","18-Mar-2020","        554.95","        568.00","        578.00","        528.00","        531.70","        534.30","        552.92","   15391568","          8510344347.20","     235885","    9021438","         58.61"
"INFY","EQ","19-Mar-2020","        534.30","        509.25","        558.00","        509.25","        551.80","        545.55","        540.83","   16584106","          8969244995.00","     313532","    8412882","         50.73"
"INFY","EQ","20-Mar-2020","        545.55","        549.50","        617.45","        548.00","        580.90","        585.20","        585.10","   21356183","         12495510370.85","     407561","   10083301","         47.21"
"INFY","EQ","23-Mar-2020","        585.20","        540.00","        560.95","        515.90","        529.15","        526.45","        531.33","   17146303","          9110393752.80","     258952","   11879320","         69.28"
"INFY","EQ","24-Mar-2020","        526.45","        522.00","        601.15","        522.00","        600.00","        589.80","        572.73","   20029537","         11471457437.10","     434375","    9764185","         48.75"
"INFY","EQ","25-Mar-2020","        589.80","        597.00","        635.00","        565.70","        607.00","        606.20","        596.75","   18339650","         10944193384.35","     429544","    9319667","         50.82"
"INFY","EQ","26-Mar-2020","        606.20","        615.00","        650.85","        612.10","        640.00","        643.00","        638.74","   14868843","          9497347855.35","     291975","    7217989","         48.54"
"INFY","EQ","27-Mar-2020","        643.00","        665.05","        674.90","        642.25","        655.00","        652.70","        653.79","   13495469","          8823242465.25","     262091","    7165073","         53.09"
"INFY","EQ","30-Mar-2020","        652.70","        625.10","        663.50","        621.10","        623.80","        626.70","        638.82","   14625720","          9343228363.50","     230047","    8560352","         58.53"
"INFY","EQ","31-Mar-2020","        626.70","        650.00","        662.00","        633.70","        639.60","        641.50","        647.80","   15175528","          9830768498.10","     279311","    9018365","         59.43"
"INFY","EQ","01-Apr-2020","        641.50","        634.35","        637.50","        594.00","        603.90","        602.80","        611.89","   13083865","          8005888360.85","     379235","    6575764","         50.26"
"INFY","EQ","03-Apr-2020","        602.80","        603.50","        606.00","        582.15","        588.50","        585.70","        592.53","   10221890","          6056725607.95","     261228","    4711571","         46.09"
"INFY","EQ","07-Apr-2020","        585.70","        615.00","        644.25","        612.90","        633.80","        639.00","        627.65","   15146526","          9506714566.30","     260480","    8846122","         58.40"
"INFY","EQ","08-Apr-2020","        639.00","        630.00","        655.65","        626.35","        632.25","        631.60","        637.44","   11806901","          7526162135.55","     235881","    5570288","         47.18"
"INFY","EQ","09-Apr-2020","        631.60","        646.80","        652.80","        632.10","        635.60","        636.25","        640.28","   11931287","          7639338597.25","     232901","    6022789","         50.48"
"INFY","EQ","13-Apr-2020","        636.25","        629.00","        651.70","        626.05","        637.00","        637.40","        641.21","    8330291","          5341425789.00","     232090","    3845112","         46.16"
"INFY","EQ","15-Apr-2020","        637.40","        651.40","        653.30","        635.60","        640.00","        639.05","        645.85","   11963493","          7726657236.85","     278339","    7111564","         59.44"
"INFY","EQ","16-Apr-2020","        639.05","        619.95","        634.90","        603.50","        626.90","        623.85","        620.50","   17783310","         11034508894.50","     254606","    9056129","         50.92"
"INFY","EQ","17-Apr-2020","        623.85","        644.00","        646.00","        626.00","        634.20","        628.75","        633.50","    8878372","          5624422628.20","     220448","    4596958","         51.78"
"INFY","EQ","20-Apr-2020","        628.75","        640.00","        661.00","        639.00","        650.95","        653.30","        653.71","   13322995","          8709344590.30","     220363","    4044244","         30.36"
"INFY","EQ","21-Apr-2020","        653.30","        627.80","        646.50","        627.80","        633.00","        633.20","        638.34","   11660678","          7443524923.00","     195803","    4120383","         35.34"
"INFY","EQ","22-Apr-2020","        633.20","        633.20","        645.00","        628.05","        641.50","        641.85","        639.85","    8267159","          5289759466.35","     148917","    3705627","         44.82"
"INFY","EQ","23-Apr-2020","        641.85","        647.05","        683.65","        638.10","        675.00","        679.30","        665.09","   14451294","          9611440870.60","     225884","    5794675","         40.10"
"INFY","EQ","24-Apr-2020","        679.30","        668.55","        675.00","        654.80","        660.95","        658.00","        662.50","    7319950","          4849470612.45","     162251","    2433249","         33.24"
"INFY","EQ","27-Apr-2020","        658.00","        661.05","        681.00","        661.05","        665.10","        664.60","        670.63","    7183316","          4817370467.65","     143869","    3225109","         44.90"
"INFY","EQ","28-Apr-2020","        664.60","        673.00","        677.00","        653.05","        664.05","        660.70","        659.88","    7296594","          4814874278.60","     128788","    3379174","         46.31"
"INFY","EQ","29-Apr-2020","        660.70","        666.00","        682.00","        658.00","        678.00","        676.55","        671.94","    8639246","          5805084866.05","     175742","    4181519","         48.40"
"INFY","EQ","30-Apr-2020","        676.55","        700.00","        720.00","        698.10","        715.05","        715.50","        711.47","   16254036","         11564226725.75","     277142","    7694828","         47.34"
"INFY","EQ","04-May-2020","        715.50","        689.80","        701.20","        670.35","        675.15","        673.70","        686.15","    9122803","          6259591492.80","     177978","    4829727","         52.94"
"INFY","EQ","05-May-2020","        673.70","        681.75","        685.60","        670.00","        674.50","        673.70","        679.28","    6393108","          4342730627.00","     132076","    2677598","         41.88"
"INFY","EQ","06-May-2020","        673.70","        676.90","        681.45","        664.05","        667.00","        665.90","        671.02","    7934457","          5324157713.35","     211094","    4131440","         52.07"
"INFY","EQ","07-May-2020","        665.90","        665.55","        674.35","        662.45","        666.70","        664.95","        668.79","    4779550","          3196499216.80","      93851","    1338583","         28.01"
"INFY","EQ","08-May-2020","        664.95","        672.25","        680.90","        668.50","        676.00","        674.20","        674.96","    8400376","          5669937480.30","     206669","    4255606","         50.66"
"INFY","EQ","11-May-2020","        674.20","        682.50","        698.55","        678.00","        683.75","        682.90","        688.95","    7370192","          5077673283.60","     157658","    2796962","         37.95"
"INFY","EQ","12-May-2020","        682.90","        678.50","        691.00","        675.50","        687.00","        687.65","        684.84","    7356063","          5037715533.35","     165655","    3084813","         41.94"
"INFY","EQ","13-May-2020","        687.65","        694.80","        699.90","        683.75","        693.75","        694.15","        693.94","    8287106","          5750758216.45","     156513","    3445104","         41.57"
"INFY","EQ","14-May-2020","        694.15","        659.00","        671.75","        652.60","        658.20","        658.15","        662.77","   16888356","         11193113875.85","     284577","    8182759","         48.45"
"INFY","EQ","15-May-2020","        658.15","        664.80","        664.80","        646.70","        652.30","        652.30","        652.46","    9255353","          6038757599.40","     159733","    4310476","         46.57"
"INFY","EQ","18-May-2020","        652.30","        659.85","        670.55","        653.00","        659.60","        663.90","        663.53","   10435495","          6924280885.05","     160262","    3755434","         35.99"
"INFY","EQ","19-May-2020","        663.90","        664.00","        674.80","        655.00","        670.00","        668.60","        668.12","    5902238","          3943378544.20","     121850","    1988018","         33.68"
"INFY","EQ","20-May-2020","        668.60","        668.50","        673.00","        659.65","        666.00","        669.55","        666.46","    5795193","          3862248243.90","     104746","    2267162","         39.12"
"INFY","EQ","21-May-2020","        669.55","        666.50","        679.45","        665.40","        673.00","        672.20","        672.37","    7214401","          4850780460.30","     122009","    3469480","         48.09"
"INFY","EQ","22-May-2020","        672.20","        675.00","        695.85","        673.50","        692.00","        692.35","        688.38","   11867864","          8169629532.35","     201776","    4330805","         36.49"
"INFY","EQ","26-May-2020","        692.35","        693.00","        699.45","        679.00","        681.30","        680.55","        689.51","    7099719","          4895318483.95","     122600","    3121766","         43.97"
"INFY","EQ","27-May-2020","        680.55","        686.05","        709.20","        675.00","        706.20","        705.45","        693.83","    8774694","          6088143746.40","     155415","    3437244","         39.17"
"INFY","EQ","28-May-2020","        705.45","        707.00","        710.00","        690.00","        706.00","        707.40","        699.96","    9440121","          6607699864.30","     141590","    2657015","         28.15"
"INFY","EQ","29-May-2020","        707.40","        692.50","        700.80","        674.95","        692.00","        691.00","        690.78","   28291172","         19543032832.05","     241793","   18169775","         64.22"
"INFY","EQ","01-Jun-2020","        691.00","        698.75","        706.65","        691.50","        699.55","        699.55","        700.27","   12276649","          8596981339.80","     166839","    5306820","         43.23"
"INFY","EQ","02-Jun-2020","        699.55","        700.50","        711.65","        697.55","        708.20","        708.10","        706.32","    7059409","          4986183795.25","     123937","    2883368","         40.84"
"INFY","EQ","03-Jun-2020","        708.10","        710.70","        711.90","        696.00","        702.85","        701.55","        702.71","   11378568","          7995869972.15","     179242","    6410775","         56.34"
"INFY","EQ","04-Jun-2020","        701.55","        702.00","        709.45","        697.50","        707.05","        707.75","        704.17","   10783594","          7593495551.30","     134508","    5936764","         55.05"
"INFY","EQ","05-Jun-2020","        707.75","        707.00","        711.70","        700.60","        704.75","        703.55","        705.80","    7718943","          5448030851.95","     124734","    3191258","         41.34"
"INFY","EQ","08-Jun-2020","        703.55","        707.65","        725.80","        704.00","        722.05","        720.85","        718.75","   10719124","          7704389372.55","     180849","    4477137","         41.77"
"INFY","EQ","09-Jun-2020","        720.85","        720.00","        729.60","        715.05","        715.05","        717.60","        721.62","   10078863","          7273061785.45","     173628","    4004917","         39.74"
"INFY","EQ","10-Jun-2020","        717.60","        715.00","        719.45","        709.20","        714.95","        715.85","        715.57","    7263272","          5197377191.25","     121854","    3458171","         47.61"
"INFY","EQ","11-Jun-2020","        715.85","        712.00","        713.40","        700.25","        703.80","        703.95","        707.70","    8825914","          6246123985.50","     140529","    3918922","         44.40"
"INFY","EQ","12-Jun-2020","        703.95","        675.80","        695.15","        675.50","        691.00","        692.05","        686.35","    9796064","          6723519557.80","     165667","    5002018","         51.06"
"INFY","EQ","15-Jun-2020","        692.05","        693.00","        704.40","        685.25","        688.05","        687.55","        692.55","    7857344","          5441612326.85","     105262","    3195578","         40.67"
"INFY","EQ","16-Jun-2020","        687.55","        702.00","        712.00","        699.15","        700.00","        701.20","        705.08","   10132423","          7144207775.05","     170413","    4145181","         40.91"
"INFY","EQ","17-Jun-2020","        701.20","        699.90","        710.30","        698.00","        704.60","        703.65","        705.40","    7291919","          5143752646.30","     136959","    3882325","         53.24"
"INFY","EQ","18-Jun-2020","        703.65","        708.20","        716.60","        706.00","        713.40","        713.90","        711.84","    6670206","          4748091716.40","     174646","    2816843","         42.23"
"INFY","EQ","19-Jun-2020","        713.90","        709.00","        711.90","        701.00","        708.15","        705.55","        704.87","   22438873","         15816432219.65","     266933","   12233953","         54.52"
"INFY","EQ","22-Jun-2020","        705.55","        707.10","        708.70","        700.00","        703.45","        703.70","        702.88","    7804139","          5485377026.20","     145862","    3545868","         45.44"
