"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","25-Feb-2019","        734.95","        735.55","        758.00","        735.55","        755.00","        754.90","        749.20","    6547552","          4905413918.05","     155205","    3296211","         50.34"
"INFY","EQ","26-Feb-2019","        754.90","        748.60","        752.60","        740.15","        741.55","        742.50","        745.77","    8319610","          6204521714.05","     188778","    5101741","         61.32"
"INFY","EQ","27-Feb-2019","        742.50","        745.00","        746.40","        732.75","        734.50","        735.25","        738.56","    5936354","          4384324580.20","     181469","    3554571","         59.88"
"INFY","EQ","28-Feb-2019","        735.25","        738.70","        742.40","        732.30","        734.70","        734.30","        735.59","    8559921","          6296619713.60","     142436","    4612032","         53.88"
"INFY","EQ","01-Mar-2019","        734.30","        735.50","        743.40","        735.50","        741.80","        741.90","        740.00","    3998826","          2959115940.15","      86883","    2141670","         53.56"
"INFY","EQ","05-Mar-2019","        741.90","        740.50","        742.50","        730.25","        732.75","        732.50","        734.79","    4826505","          3546464354.00","     187167","    2953053","         61.18"
"INFY","EQ","06-Mar-2019","        732.50","        736.10","        736.10","        727.00","        732.25","        732.50","        732.02","    6076668","          4448254459.45","     201307","    3216638","         52.93"
"INFY","EQ","07-Mar-2019","        732.50","        734.00","        734.50","        720.55","        723.30","        722.95","        724.84","    5951551","          4313906549.50","     132988","    3097595","         52.05"
"INFY","EQ","08-Mar-2019","        722.95","        722.95","        722.95","        710.65","        713.20","        712.35","        714.77","    7193994","          5142023171.55","     154378","    3414734","         47.47"
"INFY","EQ","11-Mar-2019","        712.35","        713.30","        718.50","        709.40","        711.05","        711.25","        712.07","    9932198","          7072398150.50","     173911","    6593102","         66.38"
